1.000000000000000000e+02,1.002032467825210915e+04,1.001015718071005551e+02
1.010169491525423666e+02,9.941360352590343609e+03,9.970637067204053494e+01
1.020338983050847474e+02,9.806878996874213044e+03,9.902968745216867319e+01
1.030508474576271141e+02,9.726368035857029099e+03,9.862235058979798907e+01
1.040677966101694949e+02,9.606282829358997333e+03,9.801164639653288191e+01
1.050847457627118615e+02,9.561669537242461956e+03,9.778378974677991664e+01
1.061016949152542423e+02,9.403530725132408406e+03,9.697180376342603836e+01
1.071186440677966090e+02,9.392393774957561618e+03,9.691436309937532201e+01
1.081355932203389898e+02,9.246378996919309429e+03,9.615809376708395462e+01
1.091525423728813564e+02,9.116245601808284846e+03,9.547903226262971543e+01
1.101694915254237230e+02,9.080974094217492166e+03,9.529414512034563245e+01
1.111864406779661039e+02,8.972365694605856334e+03,9.472257225501139999e+01
1.122033898305084705e+02,8.938970190099958927e+03,9.454612731413148197e+01
1.132203389830508513e+02,8.811697547038935227e+03,9.387064262611039567e+01
1.142372881355932179e+02,8.739599639781132282e+03,9.348582587633877949e+01
1.152542372881355845e+02,8.616718063820821044e+03,9.282627895063347978e+01
1.162711864406779654e+02,8.586279908689864897e+03,9.266218165298000997e+01
1.172881355932203462e+02,8.449361766238227574e+03,9.192040995468975950e+01
1.183050847457627128e+02,8.402634657909879024e+03,9.166588600951762089e+01
1.193220338983050794e+02,8.404728250962187303e+03,9.167730499399613109e+01
1.203389830508474603e+02,8.334710254080464438e+03,9.129463431155450337e+01
1.213559322033898269e+02,8.253808366164645122e+03,9.085047256984768183e+01
1.223728813559322077e+02,8.144338465152191020e+03,9.024598863745795541e+01
1.233898305084745743e+02,8.130240415397099241e+03,9.016784579547800149e+01
1.244067796610169410e+02,8.121898773335678925e+03,9.012157773438988784e+01
1.254237288135593218e+02,8.027756127392492999e+03,8.959774621826429097e+01
1.264406779661017026e+02,7.991812959873468571e+03,8.939694043910824917e+01
1.274576271186440692e+02,7.878369602635500996e+03,8.876018027604214922e+01
1.284745762711864359e+02,7.776892689351282570e+03,8.818669224634339798e+01
1.294915254237288025e+02,7.723367456007961664e+03,8.788269144722390536e+01
1.305084745762711691e+02,7.668927331086475533e+03,8.757241192913710393e+01
1.315254237288135641e+02,7.538527457937810141e+03,8.682469382576485373e+01
1.325423728813559308e+02,7.536940598099688941e+03,8.681555504689058012e+01
1.335593220338982974e+02,7.465743409149748913e+03,8.640453349882602652e+01
1.345762711864406924e+02,7.399056472776735973e+03,8.601776835501334517e+01
1.355932203389830590e+02,7.366110828235399822e+03,8.582604982308926367e+01
1.366101694915254257e+02,7.376947095021546374e+03,8.588915586394796264e+01
1.376271186440677923e+02,7.286275082855379878e+03,8.535968066280109667e+01
1.386440677966101589e+02,7.194651670836841731e+03,8.482129255580134952e+01
1.396610169491525539e+02,7.178300832138077567e+03,8.472485368614145784e+01
1.406779661016949206e+02,7.152685239297270527e+03,8.457354928875381006e+01
1.416949152542372872e+02,7.086655752335725992e+03,8.418227694910447667e+01
1.427118644067796538e+02,7.009011568603003980e+03,8.371983975500074848e+01
1.437288135593220204e+02,6.937089232614524917e+03,8.328919037074693676e+01
1.447457627118644155e+02,6.930744865250906514e+03,8.325109527958720435e+01
1.457627118644067821e+02,6.872908216718288713e+03,8.290300487146583919e+01
1.467796610169491487e+02,6.841241520616435992e+03,8.271179795299117643e+01
1.477966101694915153e+02,6.786140941859837767e+03,8.237803676866691660e+01
1.488135593220338819e+02,6.753007538701993326e+03,8.217668488508157054e+01
1.498305084745762770e+02,6.657282521271845326e+03,8.159217193623322828e+01
1.508474576271186436e+02,6.670873141380005109e+03,8.167541332237018992e+01
1.518644067796610102e+02,6.591070076727197375e+03,8.118540556483780790e+01
1.528813559322034052e+02,6.606645466619344916e+03,8.128127377581716928e+01
1.538983050847457434e+02,6.476003324420146782e+03,8.047361881026692743e+01
1.549152542372881385e+02,6.510038227483587434e+03,8.068480791006190600e+01
1.559322033898305051e+02,6.419301966753372653e+03,8.012054647063618518e+01
1.569491525423728717e+02,6.350890634774923456e+03,7.969247539620614873e+01
1.579661016949152668e+02,6.315170289373271771e+03,7.946804571255840699e+01
1.589830508474576334e+02,6.279848406676399463e+03,7.924549455127653630e+01
1.600000000000000000e+02,6.263413304965110001e+03,7.914172922652821285e+01
